Périmètre;Titre;Genre / famille;Joueurs max;Type multijoueur;Déroulement;Affichage;Drop-in;Multitap;Année;Région;Développeur;Éditeur;Validation;Confiance;Remarques;Source FE-Metadata;Source OpenVGDB / référence
Base principale (275);Tecmo Super Baseball;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1994;USA;Sculptured Software;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/916005-tecmo-super-baseball
Complément (107);Tommy Lasorda Baseball;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;Oct6;USA;Sega;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586551-tommy-lasorda-baseball
Complément (107);Triple Play 96;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;Mar ;USA;Extended Play Productions;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586561-triple-play-96
Complément (107);Triple Play: Gold Edition;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;Feb ;USA;Extended Play Productions;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586562-triple-play-gold-edition
Complément (107);World Series Baseball;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1994;USA;Blue Sky Software;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/916012-world-series-baseball
Base principale (275);World Series Baseball '95;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1995;USA;Blue Sky Software;;Confirmé par description OpenVGDB;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/921794-world-series-baseball-95
Complément (107);World Series Baseball '96;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1996;USA;Blue Sky Software;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586614-world-series-baseball-96
Complément (107);World Series Baseball '98;Baseball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1997;USA;Blue Sky Software;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/565336-world-series-baseball-98
Base principale (275);Arch Rivals: The Arcade Game;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1992;USA, Europe;Arc Developments;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586029-arch-rivals-the-arcade-game
Base principale (275);Barkley: Shut Up and Jam!;Basket-ball;4;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Oui;1993;USA, Europe;Accolade;;Noyau consolidé (catalogues + genre);Moyenne;Jusqu’à 4 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586042-barkley-shut-up-and-jam
Base principale (275);Barkley: Shut Up and Jam! 2;Basket-ball;4;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Oui;1995;USA;Accolade;;Noyau consolidé (catalogues + genre);Moyenne;Jusqu’à 4 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586043-barkley-shut-up-and-jam-2
Base principale (275);Bulls vs. Blazers and the NBA Playoffs;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1992;USA, Europe;Capcom;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586085-bulls-vs-lakers-and-the-nba-playoffs
Base principale (275);Bulls vs. Lakers and the NBA Playoffs;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1992;USA, Europe;Capcom;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586085-bulls-vs-lakers-and-the-nba-playoffs
Base principale (275);Coach K College Basketball;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1995;USA;Electronic Arts;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586112-coach-k-college-basketball
Base principale (275);College Slam;Basket-ball;4;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Oui;1996;USA;Iguana Entertainment;;Noyau consolidé (catalogues + genre);Moyenne;Jusqu’à 4 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/915986-college-slam
Base principale (275);David Robinson's Supreme Court;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1992;USA, Europe;ACME Interactive;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586130-david-robinsons-supreme-court
Base principale (275);Dick Vitale's 'Awesome, Baby!' College Hoops;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1994;USA;Time Warner Interactive;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586139-dick-vitales-awesome-baby-college-hoops
Base principale (275);Double Dribble: The Playoff Edition;Basket-ball;8;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Oui;1994;USA;Konami;;Confirmé FE-Metadata;Élevée;Jusqu’à 8 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/563320-double-dribble
Base principale (275);Jammit;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1994;USA;GTE Entertainment;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586253-jammit
Base principale (275);Jordan vs Bird: One on One;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;Jan1;Japan;Electronic Arts;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586264-jordan-vs-bird
Base principale (275);Lakers versus Celtics and the NBA Playoffs;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1991;USA;Electronic Arts;;Confirmé par description OpenVGDB;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586280-lakers-versus-celtics-and-the-nba-playoffs
Base principale (275);NBA Action '94;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1994;USA;Sega;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586337-nba-action-94
Base principale (275);NBA Action '95 Starring David Robinson;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1995;USA, Europe;Double Diamond Sports;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586338-nba-action-95-starring-david-robinson
Base principale (275);NBA All-Star Challenge;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1992;USA, Europe;Beam Software;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586339-nba-all-star-challenge
Base principale (275);NBA Hang Time;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1996;Europe;Funcom;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586340-nba-hang-time
Base principale (275);NBA Jam;Basket-ball;4;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Oui;1993;Japan;Iguana Entertainment;;Confirmé FE-Metadata;Élevée;Jusqu’à 4 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/367031-nba-jam
Base principale (275);NBA Jam Tournament Edition;Basket-ball;4;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Oui;1995;World;Iguana Entertainment;;Confirmé FE-Metadata;Élevée;Jusqu’à 4 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/919072-nba-jam-tournament-edition
Base principale (275);NBA Live 95;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1994;USA, Europe;Hitmen Productions;;Confirmé par description OpenVGDB;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/915996-nba-live-95
Base principale (275);NBA Live 96;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1995;USA, Europe;Hitmen Productions;;Confirmé par description OpenVGDB;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/366765-nba-live-96
Complément (107);NBA Live 97;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1996;USA, Europe;NuFX;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/366764-nba-live-97
Complément (107);NBA Live 98;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1997;USA;NuFX;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/366766-nba-live-98
Complément (107);NBA Showdown '94;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;Jun ;USA;Electronic Arts;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586341-nba-showdown-94
Complément (107);Pat Riley Basketball;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1990;USA;Sega;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586372-pat-riley-basketball
Complément (107);Super Real Basketball;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1990;Europe;Sega;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586372-pat-riley-basketball
Complément (107);Tecmo Super NBA Basketball;Basket-ball;2;Compétitif / équipes;Simultané ou alterné selon discipline;Même écran;Non documenté;Non documenté;1993;USA;Sculptured Software;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/916007-tecmo-super-nba-basketball
